hmin,smin,vmin,F1 Score
33,100,50,0.3089430894308943
33,100,53,0.3492063492063492
33,100,56,0.36220472440944884
33,100,59,0.36220472440944884
33,100,62,0.3875968992248062
33,100,65,0.37500000000000006
33,100,68,0.3492063492063492
33,100,71,0.37500000000000006
33,100,74,0.37500000000000006
33,100,77,0.37500000000000006
33,100,80,0.336
33,100,83,0.3492063492063492
33,100,86,0.32258064516129037
33,100,89,0.32258064516129037
33,100,92,0.3089430894308943
33,100,95,0.26666666666666666
33,100,98,0.25
33,100,101,0.24793388429752064
33,100,104,0.2184873949579832
33,100,107,0.22033898305084748
33,100,110,0.17391304347826086
33,100,113,0.18965517241379312
33,100,116,0.17543859649122806
33,100,119,0.14285714285714285
33,103,50,0.29508196721311475
33,103,53,0.3089430894308943
33,103,56,0.3089430894308943
33,103,59,0.3089430894308943
33,103,62,0.29508196721311475
33,103,65,0.32258064516129037
33,103,68,0.3089430894308943
33,103,71,0.3089430894308943
33,103,74,0.336
33,103,77,0.32258064516129037
33,103,80,0.3089430894308943
33,103,83,0.3089430894308943
33,103,86,0.29508196721311475
33,103,89,0.3089430894308943
33,103,92,0.2809917355371901
33,103,95,0.23728813559322035
33,103,98,0.22222222222222224
33,103,101,0.20689655172413796
33,103,104,0.18965517241379312
33,103,107,0.20689655172413796
33,103,110,0.15789473684210528
33,103,113,0.17543859649122806
33,103,116,0.15929203539823011
33,103,119,0.14285714285714285
33,106,50,0.2975206611570248
33,106,53,0.2833333333333334
33,106,56,0.2833333333333334
33,106,59,0.2689075630252101
33,106,62,0.2689075630252101
33,106,65,0.3252032520325203
33,106,68,0.3252032520325203
33,106,71,0.3252032520325203
33,106,74,0.33870967741935487
33,106,77,0.33870967741935487
33,106,80,0.2689075630252101
33,106,83,0.2689075630252101
33,106,86,0.2689075630252101
33,106,89,0.2833333333333334
33,106,92,0.2689075630252101
33,106,95,0.20869565217391306
33,106,98,0.19298245614035087
33,106,101,0.19298245614035087
33,106,104,0.17699115044247787
33,106,107,0.17699115044247787
33,106,110,0.14414414414414414
33,106,113,0.16071428571428573
33,106,116,0.16071428571428573
33,106,119,0.12727272727272726
33,109,50,0.2689075630252101
33,109,53,0.23931623931623933
33,109,56,0.23931623931623933
33,109,59,0.2542372881355932
33,109,62,0.2542372881355932
33,109,65,0.2975206611570248
33,109,68,0.2833333333333334
33,109,71,0.2975206611570248
33,109,74,0.2542372881355932
33,109,77,0.2689075630252101
33,109,80,0.2542372881355932
33,109,83,0.23931623931623933
33,109,86,0.22413793103448276
33,109,89,0.23931623931623933
33,109,92,0.19298245614035087
33,109,95,0.19298245614035087
33,109,98,0.19298245614035087
33,109,101,0.16071428571428573
33,109,104,0.17699115044247787
33,109,107,0.17699115044247787
33,109,110,0.12727272727272726
33,109,113,0.14414414414414414
33,109,116,0.11009174311926606
33,109,119,0.11009174311926606
33,112,50,0.20869565217391306
33,112,53,0.17699115044247787
33,112,56,0.19298245614035087
33,112,59,0.17699115044247787
33,112,62,0.17699115044247787
33,112,65,0.22413793103448276
33,112,68,0.20869565217391306
33,112,71,0.20869565217391306
33,112,74,0.17699115044247787
33,112,77,0.19298245614035087
33,112,80,0.17699115044247787
33,112,83,0.17699115044247787
33,112,86,0.16071428571428573
33,112,89,0.17699115044247787
33,112,92,0.19298245614035087
33,112,95,0.16071428571428573
33,112,98,0.12727272727272726
33,112,101,0.16071428571428573
33,112,104,0.14414414414414414
33,112,107,0.16071428571428573
33,112,110,0.14414414414414414
33,112,113,0.14414414414414414
33,112,116,0.14414414414414414
33,112,119,0.11009174311926606
33,115,50,0.17699115044247787
33,115,53,0.16071428571428573
33,115,56,0.17699115044247787
33,115,59,0.17699115044247787
33,115,62,0.16071428571428573
33,115,65,0.17699115044247787
33,115,68,0.17699115044247787
33,115,71,0.16071428571428573
33,115,74,0.19298245614035087
33,115,77,0.14414414414414414
33,115,80,0.17699115044247787
33,115,83,0.17699115044247787
33,115,86,0.12727272727272726
33,115,89,0.17699115044247787
33,115,92,0.17699115044247787
33,115,95,0.14414414414414414
33,115,98,0.14414414414414414
33,115,101,0.14414414414414414
33,115,104,0.14414414414414414
33,115,107,0.16071428571428573
33,115,110,0.14414414414414414
33,115,113,0.14414414414414414
33,115,116,0.12727272727272726
33,115,119,0.11009174311926606
33,118,50,0.17543859649122806
33,118,53,0.17543859649122806
33,118,56,0.17543859649122806
33,118,59,0.15929203539823011
33,118,62,0.15929203539823011
33,118,65,0.14285714285714285
33,118,68,0.14285714285714285
33,118,71,0.14285714285714285
33,118,74,0.12612612612612614
33,118,77,0.1090909090909091
33,118,80,0.1090909090909091
33,118,83,0.1090909090909091
33,118,86,0.1090909090909091
33,118,89,0.14285714285714285
33,118,92,0.14285714285714285
33,118,95,0.1090909090909091
33,118,98,0.1090909090909091
33,118,101,0.12612612612612614
33,118,104,0.12727272727272726
33,118,107,0.14414414414414414
33,118,110,0.14414414414414414
33,118,113,0.12727272727272726
33,118,116,0.12727272727272726
33,118,119,0.09259259259259259
33,121,50,0.11009174311926606
33,121,53,0.11009174311926606
33,121,56,0.11009174311926606
33,121,59,0.11009174311926606
33,121,62,0.11009174311926606
33,121,65,0.11009174311926606
33,121,68,0.11009174311926606
33,121,71,0.11009174311926606
33,121,74,0.11009174311926606
33,121,77,0.09259259259259259
33,121,80,0.09259259259259259
33,121,83,0.09259259259259259
33,121,86,0.09259259259259259
33,121,89,0.12727272727272726
33,121,92,0.12727272727272726
33,121,95,0.09259259259259259
33,121,98,0.09259259259259259
33,121,101,0.12727272727272726
33,121,104,0.12727272727272726
33,121,107,0.12727272727272726
33,121,110,0.12727272727272726
33,121,113,0.11009174311926606
33,121,116,0.09259259259259259
33,121,119,0.07476635514018691
33,124,50,0.12727272727272726
33,124,53,0.12727272727272726
33,124,56,0.12727272727272726
33,124,59,0.12727272727272726
33,124,62,0.12727272727272726
33,124,65,0.12727272727272726
33,124,68,0.12727272727272726
33,124,71,0.12727272727272726
33,124,74,0.11009174311926606
33,124,77,0.09259259259259259
33,124,80,0.09259259259259259
33,124,83,0.09259259259259259
33,124,86,0.09259259259259259
33,124,89,0.12727272727272726
33,124,92,0.12727272727272726
33,124,95,0.09259259259259259
33,124,98,0.09259259259259259
33,124,101,0.11009174311926606
33,124,104,0.09259259259259259
33,124,107,0.11009174311926606
33,124,110,0.11009174311926606
33,124,113,0.09259259259259259
33,124,116,0.07476635514018691
33,124,119,0.05660377358490566
33,127,50,0.12727272727272726
33,127,53,0.12727272727272726
33,127,56,0.12727272727272726
33,127,59,0.12727272727272726
33,127,62,0.11009174311926606
33,127,65,0.11009174311926606
33,127,68,0.12727272727272726
33,127,71,0.11009174311926606
33,127,74,0.11009174311926606
33,127,77,0.11009174311926606
33,127,80,0.09259259259259259
33,127,83,0.09259259259259259
33,127,86,0.09259259259259259
33,127,89,0.11009174311926606
33,127,92,0.11009174311926606
33,127,95,0.07476635514018691
33,127,98,0.09259259259259259
33,127,101,0.11009174311926606
33,127,104,0.09259259259259259
33,127,107,0.09259259259259259
33,127,110,0.09259259259259259
33,127,113,0.07476635514018691
33,127,116,0.07476635514018691
33,127,119,0.05660377358490566
33,130,50,0.12612612612612614
33,130,53,0.12612612612612614
33,130,56,0.12612612612612614
33,130,59,0.12612612612612614
33,130,62,0.1090909090909091
33,130,65,0.1090909090909091
33,130,68,0.12612612612612614
33,130,71,0.12612612612612614
33,130,74,0.1090909090909091
33,130,77,0.1090909090909091
33,130,80,0.09174311926605504
33,130,83,0.09174311926605504
33,130,86,0.09174311926605504
33,130,89,0.1090909090909091
33,130,92,0.1090909090909091
33,130,95,0.07407407407407407
33,130,98,0.09174311926605504
33,130,101,0.09174311926605504
33,130,104,0.09174311926605504
33,130,107,0.07407407407407407
33,130,110,0.09174311926605504
33,130,113,0.07407407407407407
33,130,116,0.07407407407407407
33,130,119,0.056074766355140186
33,133,50,0.12727272727272726
33,133,53,0.12727272727272726
33,133,56,0.12612612612612614
33,133,59,0.12727272727272726
33,133,62,0.1090909090909091
33,133,65,0.12727272727272726
33,133,68,0.11009174311926606
33,133,71,0.12727272727272726
33,133,74,0.11009174311926606
33,133,77,0.11009174311926606
33,133,80,0.09259259259259259
33,133,83,0.09259259259259259
33,133,86,0.11009174311926606
33,133,89,0.11009174311926606
33,133,92,0.11009174311926606
33,133,95,0.07476635514018691
33,133,98,0.09259259259259259
33,133,101,0.11009174311926606
33,133,104,0.09259259259259259
33,133,107,0.07476635514018691
33,133,110,0.09259259259259259
33,133,113,0.07476635514018691
33,133,116,0.07476635514018691
33,133,119,0.05660377358490566
33,136,50,0.11009174311926606
33,136,53,0.11009174311926606
33,136,56,0.11009174311926606
33,136,59,0.11009174311926606
33,136,62,0.09259259259259259
33,136,65,0.11009174311926606
33,136,68,0.11009174311926606
33,136,71,0.09259259259259259
33,136,74,0.09259259259259259
33,136,77,0.07476635514018691
33,136,80,0.07476635514018691
33,136,83,0.07476635514018691
33,136,86,0.09259259259259259
33,136,89,0.09259259259259259
33,136,92,0.09259259259259259
33,136,95,0.05660377358490566
33,136,98,0.07476635514018691
33,136,101,0.09259259259259259
33,136,104,0.07476635514018691
33,136,107,0.05660377358490566
33,136,110,0.07476635514018691
33,136,113,0.05660377358490566
33,136,116,0.03809523809523809
33,136,119,0.03809523809523809
33,139,50,0.11009174311926606
33,139,53,0.09259259259259259
33,139,56,0.12727272727272726
33,139,59,0.11009174311926606
33,139,62,0.09259259259259259
33,139,65,0.11009174311926606
33,139,68,0.07476635514018691
33,139,71,0.09259259259259259
33,139,74,0.07476635514018691
33,139,77,0.07476635514018691
33,139,80,0.07476635514018691
33,139,83,0.07476635514018691
33,139,86,0.09259259259259259
33,139,89,0.09259259259259259
33,139,92,0.09259259259259259
33,139,95,0.05660377358490566
33,139,98,0.07476635514018691
33,139,101,0.09259259259259259
33,139,104,0.07476635514018691
33,139,107,0.05660377358490566
33,139,110,0.07476635514018691
33,139,113,0.05660377358490566
33,139,116,0.03809523809523809
33,139,119,0.03809523809523809
33,142,50,0.11009174311926606
33,142,53,0.09259259259259259
33,142,56,0.12727272727272726
33,142,59,0.11009174311926606
33,142,62,0.09259259259259259
33,142,65,0.11009174311926606
33,142,68,0.07476635514018691
33,142,71,0.07476635514018691
33,142,74,0.07476635514018691
33,142,77,0.07476635514018691
33,142,80,0.07476635514018691
33,142,83,0.07476635514018691
33,142,86,0.09259259259259259
33,142,89,0.09259259259259259
33,142,92,0.09259259259259259
33,142,95,0.05660377358490566
33,142,98,0.07476635514018691
33,142,101,0.07476635514018691
33,142,104,0.07476635514018691
33,142,107,0.05660377358490566
33,142,110,0.05660377358490566
33,142,113,0.05660377358490566
33,142,116,0.03809523809523809
33,142,119,0.01923076923076923
33,145,50,0.11009174311926606
33,145,53,0.11009174311926606
33,145,56,0.12727272727272726
33,145,59,0.11009174311926606
33,145,62,0.09259259259259259
33,145,65,0.11009174311926606
33,145,68,0.07476635514018691
33,145,71,0.07476635514018691
33,145,74,0.07476635514018691
33,145,77,0.07476635514018691
33,145,80,0.07476635514018691
33,145,83,0.07476635514018691
33,145,86,0.09259259259259259
33,145,89,0.09259259259259259
33,145,92,0.09259259259259259
33,145,95,0.05660377358490566
33,145,98,0.07476635514018691
33,145,101,0.07476635514018691
33,145,104,0.07476635514018691
33,145,107,0.05660377358490566
33,145,110,0.03809523809523809
33,145,113,0.03809523809523809
33,145,116,0.03809523809523809
33,145,119,0.03809523809523809
33,148,50,0.09259259259259259
33,148,53,0.09259259259259259
33,148,56,0.11009174311926606
33,148,59,0.09259259259259259
33,148,62,0.07476635514018691
33,148,65,0.07476635514018691
33,148,68,0.05660377358490566
33,148,71,0.05660377358490566
33,148,74,0.05660377358490566
33,148,77,0.05660377358490566
33,148,80,0.05660377358490566
33,148,83,0.05660377358490566
33,148,86,0.07476635514018691
33,148,89,0.07476635514018691
33,148,92,0.07476635514018691
33,148,95,0.03809523809523809
33,148,98,0.05660377358490566
33,148,101,0.05660377358490566
33,148,104,0.05660377358490566
33,148,107,0.05660377358490566
33,148,110,0.03809523809523809
33,148,113,0.03809523809523809
33,148,116,0.03809523809523809
33,148,119,0.01923076923076923
33,151,50,0.07476635514018691
33,151,53,0.05660377358490566
33,151,56,0.09259259259259259
33,151,59,0.07476635514018691
33,151,62,0.05660377358490566
33,151,65,0.03809523809523809
33,151,68,0.03809523809523809
33,151,71,0.03809523809523809
33,151,74,0.01923076923076923
33,151,77,0.03809523809523809
33,151,80,0.03809523809523809
33,151,83,0.03809523809523809
33,151,86,0.05660377358490566
33,151,89,0.05660377358490566
33,151,92,0.05660377358490566
33,151,95,0.01923076923076923
33,151,98,0.01923076923076923
33,151,101,0.01923076923076923
33,151,104,0.01923076923076923
33,151,107,0.01923076923076923
33,151,110,0.01923076923076923
33,151,113,0.01923076923076923
33,151,116,0.01923076923076923
33,151,119,0
